Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2018-0010-USA,2018,0010,,Natural,Hydrological,Landslide,Mudslide,,,United States of America (the),USA,Northern America,Americas,"Santa Barbara County (Montecito and Carpinteria), Los Angeles County (Burbank), Ventura (California)",Heavy rains,Flood,,,,,,,,,,,,2018,1,8,2018,1,14,21,28,1338,,1366,,,,,900000,927614,97.0231292217973,2,,28883;28906;28920,"Los Angeles, Santa Barbara, Ventura (Adm2). "
2018-0201-VNM,2018,0201,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Ewiniar',Viet Nam,VNM,South-Eastern Asia,Asia,,,Flood,,,,,,,Kph,,,,,2018,6,6,2018,6,19,1,,,,,,,,,,,97.0231292217973,,,,
2018-0042-WSM,2018,0042,TC-2018-000102,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone Gita,Samoa,WSM,Polynesia,Oceania,,,Flood,,,,,,,Kph,,,,,2018,2,12,2018,2,12,,,,,,,,,,,,97.0231292217973,1,2618,,Administrative unit not available (Adm1). 
2018-0177-YEM,2018,0177,,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Mekunu',Yemen,YEM,Western Asia,Asia,Socotra Isl.,,Flood,,,,,,,Kph,,,,,2018,5,23,2018,5,23,24,,750,,750,,,,,,,97.0231292217973,2,,145016;145017,"Hidaybu, Qulensya Wa Abd Al Kuri (Adm2). "
2018-0394-YEM,2018,0394,,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Luban',Yemen,YEM,Western Asia,Asia,Al Maharah governorate,,Flood,,,,,,,Kph,,,,,2018,10,14,2018,10,15,25,124,15000,,15124,,,,,,,97.0231292217973,1,3413,,Al Maharah (Adm1). 
2018-0373-USA,2018,0373,,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Michael,United States of America (the),USA,Northern America,Americas,"Florida, Georgia, Alabama, North Carolina, Virginia, Maryland",,Surge,,,,,,250,Kph,,,,,2018,10,10,2018,10,11,49,,5000,,5000,,,10000000,10306821,16000000,16490913,97.0231292217973,1,3214;3223;3224;3234;3247;3260,,"Alabama, Florida, Georgia, Maryland, North Carolina, Virginia (Adm1). "
2018-0272-TUR,2018,0272,,Natural,Hydrological,Landslide,Landslide,,,Turkey,TUR,Western Asia,Asia,Sarilar village (Tekirdag region),Heavy rains,Transport accident,,,,,,,,,,,,2018,7,8,2018,7,8,24,100,,,100,,,,,,,97.0231292217973,2,,28287,Merkez (Adm2). 
2018-0279-USA,2018,0279,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Pella, Marshalltown (Iowa); Missouri , Illinois, Indiana, Kansas, Kentucky, Alabama, Arkansas, Georgia, Tennessee, North Carolina, South Carolina, Viriginia, Maryland , Pennsylvania",,Lightening,,,,,,,Kph,,,,,2018,7,19,2018,7,22,,,,,,,,400000,412273,1500000,1546023,97.0231292217973,1;2,3214;3217;3224;3227;3228;3230;3231;3234;3239;3247;3252;3254;3256;3260,29529;29530,"Alabama, Arkansas, Georgia, Illinois, Indiana, Kansas, Kentucky, Maryland, Missouri, North Carolina, Pennsylvania, South Carolina, Tennessee, Virginia (Adm1). Marion, Marshall (Adm2). "
2018-0246-SRB,2018,0246,,Natural,Hydrological,Flood,Flash flood,,,Serbia,SRB,Southern Europe,Europe,"Vojvodina, Sumadija, Pomoravlje regions",,Lightening,,,,,,,Km2,,,,,2018,6,25,2018,6,30,,,231,,231,,,,,,,97.0231292217973,1,25375;25376;25388;25392;25393;25394;25395;25396;25399,,"Juzno-backi, Juzno-banatski, Pomoravski, Severno-backi, Severno-banatski, Srednje-banatski, Sremski, Sumadijski, Zapadno-backi (Adm1). "
2018-0113-RUS,2018,0113,FL-2018-000046,Natural,Hydrological,Flood,,,,Russian Federation (the),RUS,Eastern Europe,Europe,"Tyva Republic, Altai Krai; Kumylzhensky, Mikhailovsky, Kikvidzensky, Frolovsky, Rudnyansky, Elansky, Novoannensky, Kletsky, Olkhovsky, Alekseevsky, Ilovlinsky, Uryupinsky (Volgorad region) - South Siberia",Melting snow,,,,,Yes,,172030,Km2,52.883,84.596,,,2018,3,25,2018,4,16,2,,3672,,3672,,,,,,,97.0231292217973,1,2490;2567;2572,,"Altayskiy Kray, Tyva Rep., Volgogradskaya Oblast (Adm1). "
2018-0477-RWA,2018,0477,,Natural,Hydrological,Flood,,,,Rwanda,RWA,Eastern Africa,Africa,,,,,,,,,,Km2,,,,,2018,4,1,2018,4,16,10,,,,,,,,,11000,11338,97.0231292217973,,,,
2018-0387-SDN,2018,0387,,Natural,Hydrological,Flood,Flash flood,,,Sudan (the),SDN,Northern Africa,Africa,"Kassala, West Kordofan, Khartoum",,,,,,,,629242,Km2,13.487,31.942,,,2018,8,1,2018,9,4,23,60,70000,,70060,,,,,,,97.0231292217973,1;2,2753;68783,4151;37146;37147;37148;37149,"Kassala, Khartoum (Adm1). Abyei, As Salam, En Nuhud, Ghebeish, Lagawa (Adm2). "
2018-0221-SDN,2018,0221,,Natural,Hydrological,Flood,,,,Sudan (the),SDN,Northern Africa,Africa,Zalingei (Westenr Darfur); El Tadamon (Blue Nile State),Torrential rain,,,,,,,210194,Km2,10.763,27.364,,,2018,6,18,2018,6,27,,,350,2400,2750,,,,,,,97.0231292217973,2,,37037;37140,"Ad Damazin, Zallingi (Adm2). "
2018-0292-SDN,2018,0292,FL-2018-000128,Natural,Hydrological,Flood,,,,Sudan (the),SDN,Northern Africa,Africa,"West Kordofan, Kassala, Elgizira, Sennar, Northern states",,,,,,,,,Km2,,,,,2018,7,23,2018,7,30,23,61,45705,8900,54666,,,,,,,97.0231292217973,1;2,2745;2755;2762;68783,4151;37146;37147;37148;37149,"Al Jazeera, Kassala, Northern, Sennar (Adm1). Abyei, As Salam, En Nuhud, Ghebeish, Lagawa (Adm2). "
2018-0321-SLV,2018,0321,,Natural,Geophysical,Earthquake,Ground movement,,,El Salvador,SLV,Central America,Americas,Intipuca (La Union); Chirilagua (San Miguel),,,,,,,,6,Richter,13.095,-88.099,13:02,,2018,5,6,2018,5,6,,,2499,,2499,,,,,,,97.0231292217973,2,,15686;15727,"Chirilagua, Intipuca (Adm2). "
2018-0133-SOM,2018,0133,,Natural,Hydrological,Flood,Riverine flood,,,Somalia,SOM,Eastern Africa,Africa,"Gedo, Bakool, Bay, Hiraan, Horseed, Hirshabelle, South West, Jubaland, Galmudug states, Banadir region",Heavy rain,,,,,,,,Km2,,,,,2018,4,1,2018,5,31,5,,700000,,700000,,,,,80000,82455,97.0231292217973,1,2689;2691;2692;2693;2694;2695,,"Bakool, Banadir, Bay, Galgaduud, Gedo, Hiraan (Adm1). "
2018-0207-TJK,2018,0207,,Natural,Hydrological,Flood,,,,Tajikistan,TJK,Central Asia,Asia,"Farkhor, Panj districts (Khatlon Province)",,,,,,,,,Km2,,,,,2018,5,16,2018,5,21,6,,5725,,5725,,,,,,,97.0231292217973,2,,37595;37596,"Parharskiy, Piynjskiy (Adm2). "
2018-0364-TUN,2018,0364,FF-2018-000158,Natural,Hydrological,Flood,Flash flood,,,Tunisia,TUN,Northern Africa,Africa,governorates of Tunis and part of Nabeul,Torrential rain,,,,,,,,Km2,,,,,2018,9,21,2018,9,23,6,,30000,,30000,,,,,36000,37105,97.0231292217973,1,3008;3015,,"Nabeul, Tunis (Adm1). "
2018-0388-TUN,2018,0388,,Natural,Hydrological,Flood,Flash flood,,,Tunisia,TUN,Northern Africa,Africa,"Cap Bon, Kef, Grombalia, Sidi Bouzid, Kasserine, Zaghouan",Heavy rains,,,,,,,,Km2,,,,,2018,10,17,2018,10,18,7,,,,,,,,,,,97.0231292217973,1;2,3001;3003;3010;3016,39395;39398,"Kasserine, Le Kef, Sidi Bouz, Zaghouan (Adm1). Grambalia, Haouaria (Adm2). "
2018-0059-TWN,2018,0059,,Natural,Geophysical,Earthquake,Ground movement,,,Taiwan (Province of China),TWN,Eastern Asia,Asia,Hualian,,,,,,,,6,Richter,24.136,121.658,23:50,,2018,2,6,2018,2,6,84,285,,,285,,,,,100000,103068,97.0231292217973,2,,13277,Name Unknown (Adm2). 
2018-0125-TZA,2018,0125,FL-2018-000043,Natural,Hydrological,Flood,,,,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,"Dar es Salaam (Kinondoni, Ilala, Temeke and Kigamboni Municipals); Arusha (Arusha District Council, Meru, Longido, Monduli districts); Zanzibar; Kilimanjaro (Same, Hai, Mwanga districts); Tanga (Handeni, Lushoto districts); Manyara (Simanjiro, Kiteto, Babati districts); Tabora (Nzega and Kaliua districts); Pwani (Mafia and Rufiji districts); Mwanza, Morogoro, Dodoma, Mbeya, Rukwa, Mtwara, Shinyanga, Geita",Torrential rains,,,,,,,37320,Km2,-11.158,34.02,,,2018,4,14,2018,4,18,15,11,15862,,15873,,,,,,,97.0231292217973,1,48357;48358;115004;115006;115009,,"Arusha, Dar-es-salaam, Kagera, Mwanza, Shinyanga (Adm1). "
2018-0248-UKR,2018,0248,,Natural,Meteorological,Storm,Convective storm,,,Ukraine,UKR,Eastern Europe,Europe,"Lviv, Chernivtsi, Ivano-Frankivsk",,,,,,,,,Kph,,,,,2018,6,28,2018,6,30,,,600,,600,,,,,,,97.0231292217973,1,3150;3153;3160,,"Chernivets'ka, Ivano-frankivs'ka, L'vivs'ka (Adm1). "
2018-9103-URY,2018,9103,DR-2018-000033,Natural,Climatological,Drought,Drought,,,Uruguay,URY,South America,Americas,"Tacuarembó, Salto, Durazno, Artigas, Paysandú, Rivera, Río Negro, Florida, Treinta y Tres, Maldonado, Cerro Largo, Colonia","Lack of rain, La Nina",,,,,Yes,,,Km2,,,,,2018,1,,2018,3,,,,11135,,11135,,,,,500000,515341,97.0231292217973,1,3265;3267;3268;3269;3271;3273;3275;3276;3277;3279;3282;3283,,"Artigas, Cerro Largo, Colonia, Durazno, Florida, Maldonado, Paysandu, Rio Negro, Rivera, Salto, Tacuarembo, Treinta Y Tres (Adm1). "
2018-0046-USA,2018,0046,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"Colorado, PLains and Midwest",,,,,,,,,Kph,,,,,2018,1,21,2018,1,24,10,,,,,,,,,50000,51534,97.0231292217973,1,3219;3227;3228;3229;3230;3236;3237;3239;3241;3248;3249;3250;3255,,"Colorado, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, Oklahoma, South Dakota (Adm1). "
2018-0331-USA,2018,0331,,Natural,Hydrological,Flood,Flash flood,,,United States of America (the),USA,Northern America,Americas,"Wisconsin, Iowa, Minnesota, Missouri, Illinois, Kentucky, Pennsylvania, Arkansas, Ohio, Indiana",Tropical Storm Gordon,,,,,Yes,,,Km2,,,,,2018,9,3,2018,9,11,2,,,,,,,,,250000,257671,97.0231292217973,1,3217;3227;3228;3229;3231;3237;3239;3249;3252;3263,,"Arkansas, Illinois, Indiana, Iowa, Kentucky, Minnesota, Missouri, Ohio, Pennsylvania, Wisconsin (Adm1). "
2018-0206-USA,2018,0206,,Natural,Meteorological,Storm,Convective storm,,,United States of America (the),USA,Northern America,Americas,"New York City, Washington DC, Baltimore, Maryland, Texas, Kansas, Colorado, Oklahoma, Missouri, Illinois, Indiana, Iowa, New Jesey, Pennsylvania, Virginia, West Virginia, Massachusetts, Connecticut ",,,,,,,,110,Kph,,,,,2018,5,13,2018,5,15,5,,75,,75,,,,,1450000,1494489,97.0231292217973,1;2,3219;3220;3222;3227;3228;3229;3230;3235;3239;3244;3246;3250;3252;3257;3260;3262,29873,"Colorado, Connecticut, District of Columbia, Illinois, Indiana, Iowa, Kansas, Massachusetts, Missouri, New Jersey, New York, Oklahoma, Pennsylvania, Texas, Virginia, West Virginia (Adm1). Baltimore (Adm2). "
2018-0170-USA,2018,0170,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Alberto',United States of America (the),USA,Northern America,Americas,Southeast,,,,,,,,,Kph,,,,,2018,5,27,2018,5,30,5,,,,,,,,,125000,128835,97.0231292217973,1,3214;3217;3223;3224;3231;3232;3238;3247;3254;3256;3260;3262,,"Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia (Adm1). "
2018-0409-USA,2018,0409,,Natural,Climatological,Wildfire,Forest fire,,Camp Fire,United States of America (the),USA,Northern America,Americas,Butte county (North California),,,,,,Yes,,,Km2,,,,,2018,6,1,2018,12,31,88,,250000,,250000,,,12500000,12883526,16500000,17006254,97.0231292217973,2,,28868,Butte (Adm2). 
2018-9476-USA,2018,9476,,Natural,Climatological,Drought,Drought,,,United States of America (the),USA,Northern America,Americas,Nationwide,,,,,,,,,Km2,,,,,2018,1,,2018,12,,,,,,,,,,,3000000,3092046,97.0231292217973,1,3214;3216;3217;3218;3219;3220;3221;3222;3223;3224;3225;3226;3227;3228;3229;3230;3231;3232;3233;3234;3235;3236;3237;3238;3239;3240;3241;3242;3243;3244;3245;3246;3247;3248;3249;3250;3251;3252;3253;3254;3255;3256;3257;3258;3259;3260;3261;3262;3263;3264,,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Vermont, Virginia, Washington, West Virginia, Wisconsin, Wyoming (Adm1). "
2018-0468-USA,2018,0468,,Natural,Climatological,Wildfire,,,Woolsey Fire,United States of America (the),USA,Northern America,Americas,"Thousand Oaks, Oak Park, Westlake Village, Agoura Hills, West Hills, Simi Valley, Chatsworth, Bell Canyon, Hidden Hills, Malibu and Calabasas (California)",,,,,,,,,Km2,,,,,2018,11,8,2018,11,21,2,3,,,3,,,4000000,4122728,5200000,5359547,97.0231292217973,2,,28883;28920,"Los Angeles, Ventura (Adm2). "
2018-0386-VEN,2018,0386,,Natural,Hydrological,Flood,Flash flood,,,Venezuela (Bolivarian Republic of),VEN,South America,Americas,"Vargas, Aragua",Torrential rain,,,,,,,3147,Km2,10.426,-66.55,,,2018,9,25,2018,9,28,2,,1000,,1000,,,,,,,97.0231292217973,1,3305;67152,,"Aragua, Vargas (Adm1). "
2018-0290-VEN,2018,0290,,Natural,Hydrological,Flood,,,,Venezuela (Bolivarian Republic of),VEN,South America,Americas,"Bolivar, Monagas, Amazonas states",,,,,,,,,Km2,,,,Orénoque ,2018,8,1,2018,8,10,,,9700,,9700,,,,,,,97.0231292217973,1,3302;3307;3318,,"Amazonas, Bolivar, Monagas (Adm1). "
2018-0448-VNM,2018,0448,,Natural,Hydrological,Flood,Flash flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Thanh Hoa, Binh Dinh, Nghe An, Quang Tri, Quang Ngai, Quang Nam, Da Nang",Heavy rains,,,,,,,,Km2,,,,,2018,12,8,2018,12,10,14,,105000,,105000,,,,,25000,25767,97.0231292217973,1,3333;3340;3366;3372;3374;3376;3382,,"Binh Dinh, Da Nang City, Nghe An, Quang Nam, Quang Ngai, Quang Tri, Thanh Hoa (Adm1). "
2018-0484-VNM,2018,0484,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical depression 'Toraji',Viet Nam,VNM,South-Eastern Asia,Asia,Khanh Hoa province,,,,,,,,,Kph,,,,,2018,11,17,2018,11,18,19,28,10000,,10028,,,,,17200,17728,97.0231292217973,1,3355,,Khanh Hoa (Adm1). 
2018-0147-VUT,2018,0147,,Natural,Geophysical,Volcanic activity,Ash fall,,Aoba (Manaro Voui),Vanuatu,VUT,Melanesia,Oceania,Ambae,,,,,,Yes,,,,,,,,2018,3,,2018,5,,,,6300,,6300,,,,,,,97.0231292217973,,,,
2018-0399-MNP,2018,0399,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Yutu' (Rosita),Northern Mariana Islands (the),MNP,Micronesia,Oceania,"Tinian, Saipan",,,,,,,,290,Kph,,,,,2018,10,25,2018,10,25,2,,,,,,,,,,,97.0231292217973,1,2243,,Administrative unit not available (Adm1). 
2019-0086-USA,2019,0086,,Natural,Hydrological,Flood,,,,United States of America (the),USA,Northern America,Americas,"Amador, Glenn, Lake, Mendocino, Sonoma, Humboldt counties (California)",Heavy rain,Storm,"Slide (land, mud, snow, rock)",,,Yes,,,Km2,,,,,2019,2,25,2019,3,1,1,,6000,,6000,,,,,,,98.7814482687884,2,,28867;28875;28876;28881;28887;28913,"Amador, Glenn, Humboldt, Lake, Mendocino, Sonoma (Adm2). "
2019-0545-AUS,2019,0545,WF-2019-000183,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,Currowan,Australia,AUS,Australia and New Zealand,Oceania,"New South Wales, Queensland; Victoria; South Australia, Western Australia",High temperatures and dry conditions,Pollution,Heat wave,,,Yes,,,Km2,,,,,2019,9,1,2020,2,,32,24,1959,6900,8883,,,,,2000000,2024672,98.7814482687884,1,470;473;474;476;477,,"New South Wales, Queensland, South Australia, Victoria, Western Australia (Adm1). "
2019-0387-CHN,2019,0387,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone Lekima (Hanna),China,CHN,Eastern Asia,Asia,Zhejiang and Shandong provinces,,"Slide (land, mud, snow, rock)",Flood,,,,,175,Kph,,,,,2019,8,10,2019,8,12,72,,108000,,108000,,,,,10000000,10123358,98.7814482687884,1,921;930,,"Shandong Sheng, Zhejiang Sheng (Adm1). "
2019-0533-FRA,2019,0533,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Amelie',France,FRA,Western Europe,Europe,"Alpes-Maritimes Department; Nouvelle Aquitaine, Pays de la Loire, Auvergne, Occitanie",,"Slide (land, mud, snow, rock)",Flood,,,,,163,Kph,,,,,2019,10,28,2019,11,3,1,4,50,,54,,,,,,,98.7814482687884,1;2,1249;1250;1260;1262;1264;1266;1268,16321,"Aquitaine, Auvergne, Languedoc-Rousillon, Limousin, Midi-Pyrenees, Pays-de-la-Loire, Poitou-Charentes (Adm1). Alpes-maritimes (Adm2). "
2019-0089-USA,2019,0089,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,United States of America (the),USA,Northern America,Americas,"Tennessee, Mississippi, Alabama, Illinois, Indiana, Ohio, Connecticut, Maryland, Massachusetts, New Jersey, New-York, Pennsylvania, Virginia, West Virginia states ",,Hail,Flood,,,,,,Kph,,,,,2019,2,23,2019,2,25,2,12,,,12,,,,,1200000,1214803,98.7814482687884,1,3214;3220;3227;3228;3234;3235;3238;3244;3246;3249;3252;3256;3260;3262,,"Alabama, Connecticut, Illinois, Indiana, Maryland, Massachusetts, Mississippi, New Jersey, New York, Ohio, Pennsylvania, Tennessee, Virginia, West Virginia (Adm1). "
2019-0227-UGA,2019,0227,,Natural,Hydrological,Landslide,Landslide,,,Uganda,UGA,Eastern Africa,Africa,"Bududa, Bushenyi, Rukiga, Sironko, Mbale, Butaleja Districts ",Heavy rains,Flood,Lightening,,,,,,,,,,,2019,6,4,2019,6,8,61,25,129928,,129953,,,,,,,98.7814482687884,1;2,755;785;1080;47071;47085,28421,"Bududa, Bushenyi, Butaleja, Mbale, Sironko (Adm1). Rukiga (Adm2). "
2019-0045-USA,2019,0045,,Natural,Meteorological,Storm,Convective storm,Sand/Dust storm,,United States of America (the),USA,Northern America,Americas,Midwest and Northeast,,Snow/ice,Lightening,,,,,,Kph,,,,,2019,1,18,2019,1,21,10,,,,,,,,,100000,101234,98.7814482687884,1,3220;3227;3228;3229;3230;3233;3235;3236;3237;3239;3241;3243;3244;3246;3248;3249;3252;3253;3255;3259;3263,,"Connecticut, Illinois, Indiana, Iowa, Kansas, Maine, Massachusetts, Michigan, Minnesota, Missouri, Nebraska, New Hampshire, New Jersey, New York, North Dakota, Ohio, Pennsylvania, Rhode Island, South Dakota, Vermont, Wisconsin (Adm1). "
2019-0382-SLE,2019,0382,,Natural,Hydrological,Flood,Flash flood,,,Sierra Leone,SLE,Western Africa,Africa,"Bathurst, Kroo Bay, Kissy, Wellington, Calaba",Hevay rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,8,2,2019,8,3,7,,5000,,5000,,,,,,,98.7814482687884,2,,111380;111381,"Western Area Rur, Western Area Urb (Adm2). "
2019-0233-SLV,2019,0233,,Natural,Geophysical,Earthquake,Ground movement,,,El Salvador,SLV,Central America,Americas,San Martín municipality (San Salvador Department),,"Slide (land, mud, snow, rock)",,,,,,7,Richter,13.243,-89.272,,,2019,5,30,2019,5,30,1,,160,,160,,,,,,,98.7814482687884,2,,15757,San Martin (Adm2). 
2019-0216-TJK,2019,0216,,Natural,Hydrological,Flood,Flash flood,,,Tajikistan,TJK,Central Asia,Asia,"Farkhor, Vose, Temurmalik, Khuroson, Panj (Khatlon province); Konibodom, Panjakent, Isfara, B. Gafurov (Sughd province); Rudaky, Fayzobod districts (DRD)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,106546,Km2,37.42,69.354,,,2019,6,1,2019,6,7,4,,6750,,6750,,,,,,,98.7814482687884,2,,37585;37596;37599;37601;37606;37607;37608;37612;37618;37623,"Faysabadskiy, Ghozimalik, Hojenskiy, Isfarinskiy, Kanibadamskiy, Leninskiy, Penjikenskiy, Piynjskiy, Sovetskiy, Voseysky (Adm2). "
2019-0357-TUR,2019,0357,,Natural,Hydrological,Flood,Flash flood,,,Turkey,TUR,Western Asia,Asia,Akçakoca District (Düzce Province),,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,7,17,2019,7,18,7,,220,,220,,,,,,,98.7814482687884,2,,27640,Duzce (Adm2). 
2019-0090-USA,2019,0090,,Natural,Hydrological,Flood,,,,United States of America (the),USA,Northern America,Americas,Northern California,,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,2,26,2019,3,4,1,,8000,,8000,,,,,,,98.7814482687884,1,3218,,California (Adm1). 
2019-0380-VNM,2019,0380,,Natural,Hydrological,Flood,Flash flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Qu?ng Ninh, L?ng S?n, Thanh Hóa",Tropical Cyclone Wipha,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,8,5,2019,8,5,27,,,500,500,,,,,45000,45555,98.7814482687884,1,3360;3375;3382,,"Lang Son, Quang Ninh, Thanh Hoa (Adm1). "
2019-0265-VNM,2019,0265,,Natural,Hydrological,Flood,,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Ha Giang, Bac Kan, Cao Bang and Yen Bai Provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,5,27,2019,5,30,3,,,265,265,,,,,,,98.7814482687884,1,3328;3338;3345;3390,,"Bac Kan, Cao Bang, Ha Giang, Yen Bai (Adm1). "
2019-0176-ZAF,2019,0176,,Natural,Hydrological,Flood,,,,South Africa,ZAF,Southern Africa,Africa,"KwaZulu-Natal, Eastern Cape, Free state provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,4,21,2019,4,25,73,,1000,,1000,,,,,50000,50617,98.7814482687884,1,2707;77310;77311,,"Eastern Cape, Free State, KwaZulu-Natal (Adm1). "
2019-0645-BDI,2019,0645,,Natural,Hydrological,Flood,,,,Burundi,BDI,Eastern Africa,Africa,"Uwinterekwa, Buterere (Bujumba Mairie)",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,12,21,2019,12,28,14,33,3740,,3773,,,,,,,98.7814482687884,1,40543,,Bujumbura Mairie (Adm1). 
2019-0542-BRA,2019,0542,,Natural,Hydrological,Flood,,,,Brazil,BRA,South America,Americas,"Alegre, Vitória, Vila Velha, Cariacica, Viana municipalities (Espirito Santo State)",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,11,16,2019,11,17,2,12,660,,672,,,,,,,98.7814482687884,2,,7135;7148;7204;7207;7208,"Alegre, Cariacica, Viana, Vila Velha, Vitoria (Adm2). "
2019-0580-BRA,2019,0580,,Natural,Hydrological,Flood,,,,Brazil,BRA,South America,Americas,"Salvador de Bahia City (Bahia State, north-eastern Brazil)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,173355,Km2,-39.27,-12.906,,,2019,11,25,2019,11,27,,,300,,300,,,,,,,98.7814482687884,2,,6865,Salvador (Adm2). 
2019-0611-CHN,2019,0611,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,Central,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,10,15,2019,10,25,14,,,,,,,,,90000,91110,98.7814482687884,1,909;911;912;914,,"Henan Sheng, Hubei Sheng, Hunan Sheng, Jiangxi Sheng (Adm1). "
2019-0579-DJI,2019,0579,FF-2019-000161,Natural,Hydrological,Flood,Flash flood,,,Djibouti,DJI,Eastern Africa,Africa,"Djibouti, Arta, Damerjog, Goubeto, Tadjourah, Day",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,11,21,2019,11,28,11,,250000,,250000,,,,,,,98.7814482687884,1,1093;1094;1095;1097,,"Ali Sabieh, Dikhil, Djibouti, Tadjourah (Adm1). "
2019-0497-ESP,2019,0497,,Natural,Hydrological,Flood,,,,Spain,ESP,Southern Europe,Europe,"Barcelona, Tarragona ,Girona (Catalogna)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,10,22,2019,10,23,5,3,,,3,,,,,,,98.7814482687884,2,,25806;25807;25809,"Barcelona, Girona, Tarragona (Adm2). "
2019-0576-FRA,2019,0576,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"Var, Alpes-Maritimes, Bouches-du-Rhone, Alpes-de-Haute-Provence (Provence-Alpes-Côte d'Azur Region)",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,11,30,2019,12,2,5,2,100,,102,,,,,,,98.7814482687884,2,,16321;16324,"Alpes-maritimes, Var (Adm2). "
2019-0160-USA,2019,0160,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas," Robertson, Angelina, Houston and Cherokee Counties (Texas); Louisiana, Arkansas, Mississippi, Alabama, Georgia, North Carolina, Ohio, Pennyslvania",,Hail,,,,,,160,Kph,,,,,2019,4,13,2019,4,14,8,12,,165,177,,,,,1300000,1316037,98.7814482687884,1;2,3214;3217;3224;3232;3238;3247;3249;3252,31202;31236;31312;31397,"Alabama, Arkansas, Georgia, Louisiana, Mississippi, North Carolina, Ohio, Pennsylvania (Adm1). Angelina, Cherokee, Houston, Robertson (Adm2). "
