Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2019-0223-IND,2019,0223,,Natural,Meteorological,Extreme temperature ,Heat wave,,,India,IND,Southern Asia,Asia,"Karnataka, Maharashtra, Madhya Pradesh, Rajasthan, Uttar Pradesh states",,,,,,,,,°C,,,,,2019,6,,2019,6,,22,450,,,450,,,,,,,98.7814482687884,1,1494;1498;1506;70079;70081,,"Karnataka, Madhya Pradesh, Maharashtra, Rajasthan, Uttar Pradesh (Adm1). "
2019-0299-IRN,2019,0299,,Natural,Geophysical,Earthquake,Ground movement,,,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Masjed Soleyman City (Khuzestan Province),,,,,,,,6,Richter,31.775,49.542,,,2019,7,8,2019,7,8,1,100,,2000,2100,,,,,,,98.7814482687884,2,,41032,Masjed-e soleiman (Adm2). 
2019-0082-IRN,2019,0082,,Natural,Hydrological,Flood,,,,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Sistan-Baluchestan Province,,,,,,,,,Km2,,,,,2019,3,9,2019,3,10,5,20,,,20,,,,,80000,80987,98.7814482687884,1,1559,,Sistan-o baluchestan (Adm1). 
2019-0296-ITA,2019,0296,,Natural,Meteorological,Extreme temperature ,Heat wave,,,Italy,ITA,Southern Europe,Europe,"Marche Region, Veneto Region, Milan",,,,,,,,,°C,,,,,2019,6,26,2019,6,30,3,,,,,,,,,,,98.7814482687884,1;2,1625;1635,18363,"Marche, Veneto (Adm1). Milano (Adm2). "
2019-0195-ITA,2019,0195,,Natural,Hydrological,Flood,,,,Italy,ITA,Southern Europe,Europe,"San Martino di Villafranca (Forlì Province, Emilia-Romagna Region)",Heavy rains,,,,,,,,Km2,,,,,2019,5,15,2019,5,15,,,1200,,1200,,,,,,,98.7814482687884,2,,18336,Forli' (Adm2). 
2019-0289-JPN,2019,0289,,Natural,Hydrological,Flood,,,,Japan,JPN,Eastern Asia,Asia,"Kyushu and Amami Islands; Kagoshima, Kirishima, Aira cities (Kagoshima Prefecture); Miyazaki, Kumamoto, Ishikawa prefectures",Torrential rains; Meiyu front (Baiu font),,,,,,,32382,Km2,32.591,130.866,,,2019,6,29,2019,7,4,2,,600,,600,,,,,,,98.7814482687884,1,1656;1664;1667;1670;1674;1676;1679;1683,,"Hukuoka, Isikawa, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga (Adm1). "
2019-0149-KOR,2019,0149,,Natural,Climatological,Wildfire,Forest fire,,,Korea (the Republic of),KOR,Eastern Asia,Asia,Gangwon province,,,,,,Yes,,,Km2,,,,,2019,4,4,2019,4,5,1,35,3000,,3035,,,,,,,98.7814482687884,1,2437,,Kang-won-do (Adm1). 
2019-9359-LAO,2019,9359,DR-2020-000017,Natural,Climatological,Drought,Drought,,,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,,,,,,,,,,Km2,,,,,2019,7,,2019,7,,,,,,,,,,,,,98.7814482687884,,,,
2019-0224-LBY,2019,0224,,Natural,Hydrological,Flood,,,,Libya,LBY,Northern Africa,Africa,Ghat municipality,,,,,,,,151027,Km2,24.555,12.691,,,2019,5,28,2019,6,5,4,30,20000,,20030,,,,,7100,7188,98.7814482687884,1,1837,,Awbari (ubari) (Adm1). 
2019-0110-MDG,2019,0110,TC-2019-000021,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Idai',Madagascar,MDG,Eastern Africa,Africa,Besalampy (Melaky),,,,,,,,,Kph,,,,,2019,3,15,2019,3,15,3,,1100,,1100,,,,,,,98.7814482687884,2,,154587,Besalampy (Adm2). 
2019-0220-MDV,2019,0220,,Natural,Hydrological,Flood,,,,Maldives,MDV,Southern Asia,Asia,"Haa Dhaal, Gaafu Alifu, Thaa, Laamu atolls",Monsoon floods,,,,,,,,Km2,,,,,2019,5,30,2019,6,8,,,1800,,1800,,,,,,,98.7814482687884,1,1910;1914;1916;1924,,"Gaafu Alifu, Haa Dhaalu, Laamu, Thaa (Adm1). "
2019-0297-MEX,2019,0297,,Natural,Hydrological,Flood,,,,Mexico,MEX,Central America,Americas,Victoria (Tamaulipas),Heavy rains,,,,,,,,Km2,,,,,2019,6,28,2019,6,28,2,,142,,142,,,,,,,98.7814482687884,2,,21028,Victoria (Adm2). 
2019-0200-MLI,2019,0200,,Natural,Hydrological,Flood,,,,Mali,MLI,Western Africa,Africa,Bamako,Heavy rains,,,,,,,,Km2,,,,,2019,5,16,2019,5,16,15,2,505,,507,,,,,,,98.7814482687884,1,1926,,Bamako (Adm1). 
2019-0347-MMR,2019,0347,,Natural,Hydrological,Flood,,,,Myanmar,MMR,South-Eastern Asia,Asia,"Kachin, Mon States",Heavy rains,,,,,,,,Km2,,,,,2019,7,14,2019,7,14,,,6200,,6200,,,,,,,98.7814482687884,1,2127;2132,,"Kachin, Mon (Adm1). "
2019-0199-MNG,2019,0199,ST-2019-000046,Natural,Meteorological,Storm,Convective storm,Storm/Surge,,Mongolia,MNG,Eastern Asia,Asia,"Khentii, Tuv, Dornogovi, Umnugovi, Bayankhongor, Uvurkhangai, Govi-Altai provinces",,,,,,,,,Kph,,,,,2019,5,10,2019,5,11,,,500,,500,,,,,,,98.7814482687884,1,2077;2082;2085;2086;2089;2091;2094,,"Bayanxongor, Dornogovi, Govi-Altai, O'mnogovi, O'vorxangai, To'v, Xentii (Adm1). "
2019-0219-MNG,2019,0219,,Natural,Hydrological,Flood,,,,Mongolia,MNG,Eastern Asia,Asia,Ulaanbaatar; Tuv province,Heavy rains,,,,,,,85984,Km2,47.204,111.071,,,2019,6,15,2019,6,19,12,,500,,500,,,,,,,98.7814482687884,1,2094;2095,,"To'v, Ulaanbaatar (Adm1). "
2019-0165-MOZ,2019,0165,,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Kenneth',Mozambique,MOZ,Eastern Africa,Africa,Cabo Delgado,,,,Yes,,,,300,Kph,,,,,2019,4,25,2019,4,25,45,94,400000,,400094,,,,,230000,232837,98.7814482687884,1,2112,,Cabo Delgado (Adm1). 
2019-0048-MOZ,2019,0048,,Natural,Hydrological,Flood,,,,Mozambique,MOZ,Eastern Africa,Africa,Zambezia and Niassa provinces,Heavy seasonal rains,,,,,,,,Km2,,,,,2019,1,1,2019,1,31,18,,,,,,,,,,,98.7814482687884,1,2119;2122,,"Niassa, Zambezia (Adm1). "
2019-0099-MOZ,2019,0099,,Natural,Hydrological,Flood,,,,Mozambique,MOZ,Eastern Africa,Africa,"Tete, Zambeze provinces",Heavy rains,,,,,,,,Km2,,,,,2019,3,9,2019,3,11,10,,63000,,63000,,,,,,,98.7814482687884,1,2121;2122,,"Tete, Zambezia (Adm1). "
2019-0187-MWI,2019,0187,,Natural,Hydrological,Landslide,Landslide,,,Malawi,MWI,Eastern Africa,Africa,Rumphi District ,Heavy rains,,,,,,,,,,,,,2019,4,20,2019,4,20,8,9,100,,109,,,,,,,98.7814482687884,2,,19320,Rumphi (Adm2). 
2019-0048-MWI,2019,0048,,Natural,Hydrological,Flood,,,,Malawi,MWI,Eastern Africa,Africa,"Makhuwira, Paramount Chief Lundu (Chikwawa)",,,,,,,,,Km2,,,,,2019,1,1,2019,1,31,,,15974,,15974,,,,,,,98.7814482687884,2,,19322,Chikwawa (Adm2). 
2019-0101-MWI,2019,0101,,Natural,Hydrological,Flood,,,,Malawi,MWI,Eastern Africa,Africa,"Balaka, Blantyre, Blantyre city, Chickwawa, Dedza, Machinga, Mangochi, Mulanje, Mwanza, Neno, Nsanje, Ntcheu, Phalombe, Thyiolo, Zomba city, Zomba, Chiradzulu","Torrential rains, Tropical Storm 'Idai'",,,Yes,,,,77813,Km2,-14.53,34.317,,,2019,3,4,2019,3,10,60,672,975000,,975672,,,,,,,98.7814482687884,2,,19307;19313;19321;19322;19323;19325;19328;19329;19330;42174;42175;42176;42177;65270;65271,"Balaka, Blantyre, Chikwawa, Chiradzulu, Dedza, Machinga, Mangochi, Mulanje, Mwanza, Neno, Nsanje, Ntcheu, Phalombe, Thyolo, Zomba (Adm2). "
2019-0226-MYS,2019,0226,,Natural,Hydrological,Flood,,,,Malaysia,MYS,South-Eastern Asia,Asia,"Belaga district (Kapit division, Northern and central Sarawak State)",Heavy rains,,,,,,,,Km2,,,,,2019,6,2,2019,6,6,,,1000,,1000,,,,,,,98.7814482687884,2,,37428,Belaga (Adm2). 
2019-0366-NLD,2019,0366,,Natural,Meteorological,Extreme temperature ,Heat wave,,,Netherlands (the),NLD,Western Europe,Europe,,,,,,,,,40,°C,,,,,2019,7,22,2019,7,27,400,,,,,,,,,,,98.7814482687884,,,,
2019-0375-NOR,2019,0375,,Natural,Hydrological,Landslide,Landslide,,,Norway,NOR,Northern Europe,Europe,"Jølster Municipality (Sogn og Fjordane County, south-western Norway)",,,,,,,,,,,,,,2019,7,30,2019,7,30,1,,150,,150,,,,,,,98.7814482687884,2,,23480,Joelster (Adm2). 
2019-0135-NPL,2019,0135,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Nepal,NPL,Southern Asia,Asia,Bara district,,,,,,,,,Kph,,,,,2019,3,30,2019,3,31,28,612,14242,,14854,,,,,,,98.7814482687884,2,,22353,Narayani (Adm2). 
2019-0252-OMN,2019,0252,,Natural,Hydrological,Flood,,,,Oman,OMN,Western Asia,Asia,Wadi Bani Khalid ,,,,,,,,,Km2,,,,,2019,5,18,2019,5,18,6,,,,,,,,,,,98.7814482687884,1,2264,,A Sharqiya (Adm1). 
2019-0201-PAK,2019,0201,,Natural,Hydrological,Flood,Flash flood,,,Pakistan,PAK,Southern Asia,Asia,"Balochistan, South Waziristan",,,,,,,,,Km2,,,,,2019,4,13,2019,4,14,20,,,,,,,,,,,98.7814482687884,1;2,2272,40321,Balochistan (Adm1). South Waziristan Agency (Adm2). 
2019-0155-PAK,2019,0155,,Natural,Meteorological,Storm,Convective storm,,,Pakistan,PAK,Southern Asia,Asia,"Federally Administered Tribal Areas (FATA), Balochistan and Punjab ",,,,,,,,,Kph,,,,,2019,4,15,2019,4,18,39,135,,,135,,,,,,,98.7814482687884,1,2272;2273;2276,,"Balochistan, Federally Administered Tribal Areas, Punjab (Adm1). "
2019-0372-PAK,2019,0372,,Natural,Hydrological,Flood,,,,Pakistan,PAK,Southern Asia,Asia,Karachi,Monsoon rain,,,,,,,,Km2,,,,,2019,7,29,2019,7,31,16,,,,,,,,,,,98.7814482687884,2,,40392;40393;40394;40395,"Karachi Central District, Karachi East District, Karachi South District, Karachi West District (Adm2). "
2019-0243-PER,2019,0243,,Natural,Geophysical,Earthquake,Ground movement,,,Peru,PER,South America,Americas,"Libertad, Loreto, Cajamarca, San Martín departments",,,,,,Yes,,8,Richter,-5.812,-75.27,02:41,,2019,5,26,2019,5,26,2,15,4257,,4272,,,,,,,98.7814482687884,1,2333;2340;2343;2349,,"Cajamarca, La Libertad, Loreto, San Martin (Adm1). "
2019-0358-PER,2019,0358,,Natural,Geophysical,Volcanic activity,Ash fall,,Ubinas,Peru,PER,South America,Americas,"Moquegua, Arequipa, Puno,Tacna Departments ",,,,,,Yes,,,,,,,,2019,7,19,2019,7,22,,,30000,,30000,,,,,,,98.7814482687884,1,2331;2345;2348;2350,,"Arequipa, Moquegua, Puno, Tacna (Adm1). "
2019-0027-PER,2019,0027,,Natural,Hydrological,Landslide,Mudslide,,,Peru,PER,South America,Americas,Apurimac department (Abancay province),Heavy rains,,,,,,,,,,,,,2019,1,25,2019,1,26,15,28,,,28,,,,,,,98.7814482687884,1,2330,,Apurimac (Adm1). 
2019-0162-PHL,2019,0162,EQ-2019-000036,Natural,Geophysical,Earthquake,Ground movement,,,Philippines (the),PHL,South-Eastern Asia,Asia,Castillejos (Zambales),,,,,,,,6,Richter,14.99,120.35,17:11,,2019,4,22,2019,4,22,25,282,15273,,15555,,,,,50000,50617,98.7814482687884,2,,24225,Zambales (Adm2). 
2019-0356-PHL,2019,0356,,Natural,Geophysical,Earthquake,Ground movement,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Cantilan, Carmen, Carrascal, Lanuza, Madrid (Surigao del Sur)",,,,,,,,6,Richter,9.32,125.99,04:42,,2019,7,13,2019,7,13,,52,9525,,9577,,,,,,,98.7814482687884,2,,24278,Surigao Del Sur (Adm2). 
2019-0362-PHL,2019,0362,EQ-2019-000086,Natural,Geophysical,Earthquake,Ground movement,,,Philippines (the),PHL,South-Eastern Asia,Asia,Itbayat Island (Batanes Province),,,,,,,,6,Richter,20.807,121.986,04:16,,2019,7,27,2019,7,27,9,64,2963,,3027,,,,,5258,5323,98.7814482687884,2,,24215,Batanes (Adm2). 
2019-0021-PHL,2019,0021,EC-2019-000004,Natural,Meteorological,Storm,Tropical cyclone,,Tropical depression 'Amang' (01W),Philippines (the),PHL,South-Eastern Asia,Asia,"Agusan del Norte, Agisan del Sur, Dinaga Isl., Surigao del Norte, Surigao del Sur (Region XIII - Caraga)",,,,,,,,,Kph,,,,,2019,1,18,2019,1,25,,,13160,,13160,,,,,,,98.7814482687884,2,,24275;24276;24278;67168;67169,"Agusan Del Norte, Agusan Del Sur, Dinagat, Surigao Del Norte, Surigao Del Sur (Adm2). "
2019-0349-PHL,2019,0349,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Danas',Philippines (the),PHL,South-Eastern Asia,Asia," Cordillera Administrative Region, Ilocos, Cagayan Valley",,,,,,,,,Kph,,,,,2019,7,18,2019,7,18,4,,2000,,2000,,,,,377440,382096,98.7814482687884,1,2354;2356;2357,,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley) (Adm1). "
2019-9137-PHL,2019,9137,,Natural,Climatological,Drought,Drought,,,Philippines (the),PHL,South-Eastern Asia,Asia,"MIMAROPA Region, Region IX, Region XII, BARMM, Metro Manilla",El Nino,,,,,Yes,,,Km2,,,,,2019,3,,2019,4,,,,16000,,16000,,,,,,,98.7814482687884,1;2,67156;67159;67162,24210;24230;24231;24232;24233;24236,"Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region XII (Soccsksargen) (Adm1). Marinduque, Metropolitan Manila, Mindoro Occidental, Mindoro Oriental, Palawan, Romblon (Adm2). "
2019-0264-PHL,2019,0264,,Natural,Hydrological,Flood,,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Datu Salibo and Sultan sa Barongis municipalities (Maguindanao Province, Mindanao Island)",Heavy rains,,,,,,,5390,Km2,8.223,123.493,,,2019,6,3,2019,6,23,,,45000,,45000,,,,,,,98.7814482687884,2,,67174,Maguindanao (Adm2). 
2019-0271-PNG,2019,0271,,Natural,Geophysical,Earthquake,Ground movement,,,Papua New Guinea,PNG,Melanesia,Oceania,"New Ireland, New Britain, Duke of York Islands",,,,,,,,8,Richter,-4.051,152.6,,,2019,5,14,2019,5,14,,1,650,,651,,,,,,,98.7814482687884,1,2292;2302;2306,,"East New Britain, New Ireland, West New Britain (Adm1). "
2019-0298-PNG,2019,0298,,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Ulawun and Manam,Papua New Guinea,PNG,Melanesia,Oceania,West New Britain,,,,,,,,,,,,,,2019,6,28,2019,6,28,,,15800,,15800,,,,,,,98.7814482687884,1,2306,,West New Britain (Adm1). 
2019-0158-PNG,2019,0158,,Natural,Hydrological,Landslide,Landslide,,,Papua New Guinea,PNG,Melanesia,Oceania,"Tsak valley (Wapenamanda District, Enga Province, Highlands Region)",Heavy rains,,,,,,,,,,,,,2019,4,15,2019,4,15,10,,,,,,,,,,,98.7814482687884,2,,37500,Wapenamanda (Adm2). 
2019-0150-PRY,2019,0150,,Natural,Hydrological,Flood,Riverine flood,,,Paraguay,PRY,South America,Americas,"Asuncion, Distrito Capital",,,,,,Yes,,,Km2,,,,"Rio Paraguay, Rio Parana",2019,3,15,2019,4,4,1,,2000,,2000,,,,,,,98.7814482687884,2,,23849,Asuncion (Adm2). 
2019-0245-PRY,2019,0245,,Natural,Hydrological,Flood,Riverine flood,,,Paraguay,PRY,South America,Americas,"Asuncion, Pilar",Heavy rains,,,,,,,,Km2,,,,Rio Paraguay,2019,5,,2019,5,,23,,208602,,208602,,,,,,,98.7814482687884,2,,23849;23963,"Asuncion, Pilar (Adm2). "
2019-0197-PRY,2019,0197,,Natural,Hydrological,Flood,,,,Paraguay,PRY,South America,Americas,"Ñeembucú, Presidente Hayes, Alto Paraguay, Concepción, Capital, Misiones, San Pedro, Central Departments",Heavy rains,,,,,Yes,,,Km2,,,,Paraguay River,2019,4,1,2019,5,13,16,,310595,,310595,,,,,,,98.7814482687884,1,2311;2318;2319;2323;2324;2326;2327,,"Alto Paraguay, Central, Concepcion, Misiones, Neembucu, Presidente Hayes, San Pedro (Adm1). "
2015-0620-THA,2015,0620,,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone Vamco,Thailand,THA,South-Eastern Asia,Asia,"Rayong (Muang, Bang Chang districts), Chonburi, Phang-nga, Chumphon, Trat, Saraburi, Ranong, Satun, Tak, Chanthaburi, Surin, Si Sa Ket, Trang, Chachoengsao, Nakhon Nayok, Krabi, Phatthlung, Nakhon Si Thammarat, Prachuap Khiri Khan, Prachinburi, Surat Thani, Phetchaburi (Ban Laem district), Sa Kaeo Provinces",,Flood,,,,,,65,Kph,,,,,2015,9,15,2015,9,21,3,,,,,,,,,561,613,91.5791170307852,1,2855;2858;2861;2862;2867;2875;2880;2888;2889;2890;2893;2899;2900;2902;2904;2909;2910;2911;2916;2917;2918;2919;2920,,"Chachoengsao, Chanthaburi, Chonburi, Chumphon, Krabi, Nakhon Nayok, Nakhon Si Thammarat, Phachinburi, Phangnga, Phatthalung, Phetchaburi, Prachuap Khilikhan, Ranong, Rayong, Sa Kaeo, Saraburi, Satun, Si Saket, Surat Thani, Surin, Tak, Trad, Trang (Adm1). "
2015-0620-VNM,2015,0620,,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone Vamco,Viet Nam,VNM,South-Eastern Asia,Asia,"Da Nang, Quang Nam (Duy Xuyen, Nong Son districts), Quand Ngai (Ly Son District), Thanh Hoa",,Flood,,,,,,,Kph,,,,,2015,9,14,2015,9,14,11,,,,,,,,,12800,13977,91.5791170307852,1,3340;3372;3374;3382,,"Da Nang City, Quang Nam, Quang Ngai, Thanh Hoa (Adm1). "
2015-0621-COL,2015,0621,,Natural,Climatological,Wildfire,Forest fire,,,Colombia,COL,South America,Americas,"Nariño, Tolima, and Valle del Cauca departments","Drought, El Nino",,,Yes,,,,,Km2,,,,,2015,7,,2015,10,,11,,119000,,119000,,,,,,,91.5791170307852,1,955;963;964,,"Narino, Tolima, Valle Del Cauca (Adm1). "
2016-0379-VNM,2016,0379,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Dianmu,Viet Nam,VNM,South-Eastern Asia,Asia,"Hai Phong City, Quang Ninh, Yen Bai, Phu Tho, Lai Chau, Dien Bien, Son La, Hoa Binh, Than Hoa, Lao Cai, Bac Giang, Nghe An provinces",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,"Luc Nam, Thoung, Ma, Buoi, Tao river",2016,8,18,2016,8,21,11,15,11075,,11090,,,,,157,169,92.7344791712456,1,3329;3351;3353;3366;3369;3375;3378;3382;3390;73936;73938;73939,,"Bac Giang, Dien Bien, Hai Phong City, Hoa Binh, Lai Chau, Lao Cai, Nghe An, Phu Tho, Quang Ninh, Son La, Thanh Hoa, Yen Bai (Adm1). "
2016-0494-VCT,2016,0494,FL-2016-000130,Natural,Hydrological,Flood,,,,Saint Vincent and the Grenadines,VCT,Caribbean,Americas,"Sandy Bay city, Magum, Orange Hill, Overland, London, Point, Owia, Fancy villages (Charlotte province), Spring Village, Coulls Hill, Troumaca, Rose Bank, Sharpes, Fitz Hughes villages (Saint Patrick province), Chateaubelair village (Saint David province) ",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,11,29,2016,11,29,,,25000,,25000,,,,,6500,7009,92.7344791712456,1,61286;61288;61290,,"Charlotte, Saint David, Saint Patrick (Adm1). "
2016-0573-VNM,2016,0573,,Natural,Hydrological,Flood,,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Thanh Hóa, Lào Cai, Yên Bái, Bac Kan, Dien Bien, Ha Thin, Son La, Thai Nguyen",Torrential rainfall,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,8,12,2016,8,14,8,4,410,95,509,,,,,,,92.7344791712456,1,3328;3349;3378;3381;3382;3390;73936;73939,,"Bac Kan, Dien Bien, Ha Tinh, Lao Cai, Son La, Thai Nguyen, Thanh Hoa, Yen Bai (Adm1). "
2016-0483-SLB,2016,0483,EQ-2016-000128,Natural,Geophysical,Earthquake,Ground movement,,,Solomon Islands,SLB,Melanesia,Oceania,"Malaita, Makira-Ulawa, Temotu provinces",,Tsunami/Tidal wave,,,,,,8,Richter,-10.676,161.33,04.39,,2016,12,8,2016,12,8,,1,9769,,9770,,,,,,,92.7344791712456,2,,25652,Administrative unit not available (Adm2). 
2016-0477-USA,2016,0477,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"Alabama, Mississippi, Tennessee, Georgia, South Carolina, Louisiana, North Carolina provinces",,Hail,,,,,,,Kph,,,,,2016,11,26,2016,12,1,8,33,,,33,,,200000,215670,275000,296546,92.7344791712456,1,3214;3224;3232;3238;3247;3254;3256,,"Alabama, Georgia, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee (Adm1). "
2016-0427-UKR,2016,0427,,Natural,Hydrological,Flood,,,,Ukraine,UKR,Eastern Europe,Europe,Odessa province,Heavy rains,Storm,,,,,,19889,Km2,47.256,31.348,,,2016,10,12,2016,10,16,3,,200,,200,,,,,,,92.7344791712456,1,3163,,Odes'ka (Adm1). 
2016-0451-COD,2016,0451,,Natural,Hydrological,Flood,Flash flood,,,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,"Gemena city (Sud-Ubangi district, Equateur province)",Heavy rains,Storm,,,,,,,Km2,,,,"Mombonga, Sukia and Labo rivers",2016,11,9,2016,11,9,,7,2628,,2635,,,,,,,92.7344791712456,2,,14972,Sud-Ubangi (Adm2). 
2016-0521-USA,2016,0521,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"Northern (Missouri, Maryland, Oklahoma, Indiana, Michigan, New Mexico, Ohio, Virginia)",,Cold wave,,,,,,,Kph,,,,,2016,12,13,2016,12,19,22,,,,,,,,,100000,107835,92.7344791712456,1,3228;3234;3236;3239;3245;3249;3250;3260,,"Indiana, Maryland, Michigan, Missouri, New Mexico, Ohio, Oklahoma, Virginia (Adm1). "
2016-0481-SAU,2016,0481,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Saudi Arabia,SAU,Western Asia,Asia,Qunfudah governorat (Makkah province),,Flood,,,,,,,Kph,,,,,2016,11,28,2016,11,29,3,2,120,,122,,,,,50000,53917,92.7344791712456,1,2629,,Makkah (Adm1). 
2016-0362-VNM,2016,0362,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Aere,Viet Nam,VNM,South-Eastern Asia,Asia,"Thua Thien-Hue, Quang Tri, Quang Binh, Ha Tinh, Nghe An provinces",,Flood,,,,,,,Kph,,,,,2016,10,13,2016,10,15,34,,610000,,610000,,,,,350000,377422,92.7344791712456,1,3349;3366;3371;3376;3383,,"Ha Tinh, Nghe An, Quang Binh, Quang Tri, Thua Thien - Hue (Adm1). "
2016-0371-VNM,2016,0371,,Natural,Meteorological,Storm,,,Typhoon Carina (Nida),Viet Nam,VNM,South-Eastern Asia,Asia,"Muong Kuon, Bao Xat, Bao Thang, Sa Pa",,Flood,,,,,,,Kph,,,,,2016,8,2,2016,8,2,25,,180000,2500,182500,,,,,144000,155282,92.7344791712456,2,,32441;32442;32443;32444,"Bao Thang, Bat Xat, Muong Khuong, Sa Pa (Adm2). "
2016-0523-ZWE,2016,0523,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Zimbabwe,ZWE,Eastern Africa,Africa,"Mangwe, Bulilima, Guruve, Nkayi",,Flood,,,,,,,Kph,,,,,2016,12,9,2016,12,14,31,,2000,,2000,,,,,,,92.7344791712456,2,,33092;68806;68808;68810,"Bulilima, Guruve, Mangwe, Nkayi (Adm2). "
2016-0449-SEN,2016,0449,,Natural,Hydrological,Flood,,,,Senegal,SEN,Western Africa,Africa,"Mbane, Gaya, Gnith, Bokhol, Ronkh, Richard-Toll municipalities (Dagana district, Saint Louis province), Touba city (Kaolack district, Kaolack province), Kaffrine, Fatick provinces",Heavy rains,,,,,,,,Km2,,,,,2016,7,,2016,9,11,5,106,10540,,10646,,,,,,,92.7344791712456,1,1373;1378;47586;47589,,"Fatick, Kaffrine, Kaolack, Saint louis (Adm1). "
2016-0378-THA,2016,0378,,Natural,Hydrological,Flood,Flash flood,,,Thailand,THA,South-Eastern Asia,Asia,"Nan, Phayao, Mae Hong Son, Chiang Rai provinces",Residual effects of Tropial storm Dianmu,,,,,Yes,,,Km2,,,,Mekong river,2016,8,15,2016,8,16,3,,22500,,22500,,,,,,,92.7344791712456,1,2860;2872;2881;2891,,"Chiang Rai, Mae Hong Son, Nan, Phayao (Adm1). "
2016-0360-THA,2016,0360,,Natural,Hydrological,Flood,,,,Thailand,THA,South-Eastern Asia,Asia,"Nakhon Sawan province, Ayutthaya (Phra Nakhon Si Ayudhya province)",Mnsoonal rain,,,,,,,17187,Km2,14.867,100.395,,,2016,10,6,2016,10,16,4,,204000,,204000,,,,,120000,129402,92.7344791712456,1,2879;2896,,"Nakhon Sawan, Phra Nakhon Si Ayudhya (Adm1). "
2016-0472-THA,2016,0472,,Natural,Hydrological,Flood,,,,Thailand,THA,South-Eastern Asia,Asia,"Nakhon Si Thammarat, Krabi, Surat Thani, Songkhla, Phatthalung, Pattani, Chumphon, Trang, Yala, Narathiwat provinces",Torrential rains,,,,,Yes,,67395,Km2,14.445,100.753,,,2016,12,1,2016,12,10,14,,582343,,582343,,,,,25000,26959,92.7344791712456,1,2862;2867;2880;2882;2887;2890;2913;2916;2920,,"Chumphon, Krabi, Nakhon Si Thammarat, Narathiwat, Pattani, Phatthalung, Songkhla, Surat Thani, Trang (Adm1). "
2016-0550-USA,2016,0550,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,United States of America (the),USA,Northern America,Americas,"Texas, Oklahoma, Kansas, Missouri, Nebraska, Illinois, Indiana, Kentucky, Ohio",,,,,,,,,Kph,,,,,2016,4,24,2017,4,28,6,19,,,19,,,800000,862678,,,92.7344791712456,1,3227;3228;3230;3231;3239;3241;3249;3250;3257,,"Illinois, Indiana, Kansas, Kentucky, Missouri, Nebraska, Ohio, Oklahoma, Texas (Adm1). "
2016-0493-USA,2016,0493,,Natural,Geophysical,Earthquake,Ground movement,,,United States of America (the),USA,Northern America,Americas,Cushing (Oklahoma),,,,,,,,5,Richter,35.991,-96.803,,,2016,11,7,2016,11,7,,,120,,120,,,,,20000,21567,92.7344791712456,1,3250,,Oklahoma (Adm1). 
